run,id,req_time,ntasks,mem,submit_time,start_time,finish_time,execution_time,operations,mem_vol,profile,resources
0,job6758.0,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core0
0,job6758.1,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core1
0,job6758.2,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core2
0,job6758.3,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core3
0,job6758.4,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core4
0,job6758.5,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core5
0,job6758.6,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core6
0,job6758.7,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core7
0,job6758.8,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core8
0,job6758.9,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core9
0,job6758.10,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core10
0,job6758.11,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core11
0,job6758.12,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core12
0,job6758.13,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core13
0,job6758.14,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core14
0,job6758.15,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core15
0,job6758.16,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core16
0,job6758.17,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core17
0,job6758.18,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core18
0,job6758.19,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core19
0,job6758.20,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core20
0,job6758.21,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core21
0,job6758.22,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core22
0,job6758.23,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core23
0,job6758.24,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core24
0,job6758.25,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core25
0,job6758.26,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core26
0,job6758.27,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core27
0,job6758.28,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core28
0,job6758.29,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core29
0,job6758.30,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core30
0,job6758.31,643,32,0,0,0,535.8333333333334,535.8333333333334,1607500000000,0,0,the_platform.cluster0.node0.processor0.core31
0,job6759.0,316,1,0,973,973.0,1161.095238095238,188.0952380952381,790000000000,0,1,the_platform.cluster0.node3.processor0.core0
0,job6762.0,133,5,0,3896,3896.0,3975.166666666905,79.16666666690476,332500000000,0,4,the_platform.cluster0.node3.processor0.core0
0,job6762.1,133,5,0,3896,3896.0,3975.166666666905,79.16666666690476,332500000000,0,4,the_platform.cluster0.node3.processor0.core1
0,job6762.2,133,5,0,3896,3896.0,3975.166666666905,79.16666666690476,332500000000,0,4,the_platform.cluster0.node3.processor0.core2
0,job6762.3,133,5,0,3896,3896.0,3975.166666666905,79.16666666690476,332500000000,0,4,the_platform.cluster0.node3.processor0.core3
0,job6762.4,133,5,0,3896,3896.0,3975.166666666905,79.16666666690476,332500000000,0,4,the_platform.cluster0.node3.processor0.core4
0,job6760.0,156,20,0,3864,3864.0,3994.0000000003333,130.0000000003333,390000000000,0,2,the_platform.cluster0.node0.processor0.core0
0,job6760.1,156,20,0,3864,3864.0,3994.0000000003333,130.0000000003333,390000000000,0,2,the_platform.cluster0.node0.processor0.core1
0,job6760.2,156,20,0,3864,3864.0,3994.0000000003333,130.0000000003333,390000000000,0,2,the_platform.cluster0.node0.processor0.core2
0,job6760.3,156,20,0,3864,3864.0,3994.0000000003333,130.0000000003333,390000000000,0,2,the_platform.cluster0.node0.processor0.core3
0,job6760.4,156,20,0,3864,3864.0,3994.0000000003333,130.0000000003333,390000000000,0,2,the_platform.cluster0.node0.processor0.core4
0,job6760.5,156,20,0,3864,3864.0,3994.0000000003333,130.0000000003333,390000000000,0,2,the_platform.cluster0.node0.processor0.core5
0,job6760.6,156,20,0,3864,3864.0,3994.0000000003333,130.0000000003333,390000000000,0,2,the_platform.cluster0.node0.processor0.core6
